5.11e-07,81.8341
0.00334449,38.5878
0.00668847,19.1086
0.0100324,12.5991
0.0133764,9.34194
0.0167204,7.38737
0.0200644,6.08451
0.0234084,5.15423
0.0267523,4.45686
0.0300963,3.91481
0.0334403,3.4815
0.0367843,3.12729
0.0401282,2.83239
0.0434722,2.58313
0.0468162,2.36973
0.0501602,2.18502
0.0535042,2.02362
0.0568481,1.88141
0.0601921,1.7552
0.0635361,1.64246
0.0668801,1.54116
0.0702241,1.44968
0.073568,1.36667
0.076912,1.29103
0.080256,1.22184
0.0836,1.15832
0.0869439,1.09981
0.0902879,1.04577
0.0936319,0.995701
0.0969759,0.949203
0.10032,0.905915
0.103664,0.865527
0.107008,0.827765
0.110352,0.792391
0.113696,0.759193
0.11704,0.727984
0.120384,0.698598
0.123728,0.670887
0.127072,0.644717
0.130416,0.61997
0.13376,0.596539
0.137104,0.574326
0.140448,0.553244
0.143792,0.533215
0.147136,0.514164
0.15048,0.496028
0.153824,0.478746
0.157167,0.462263
0.160511,0.446528
0.163855,0.431496
0.167199,0.417123
0.170543,0.403371
0.173887,0.390204
0.177231,0.377588
0.180575,0.365491
0.183919,0.353886
0.187263,0.342746
0.190607,0.332045
0.193951,0.321762
0.197295,0.311873
0.200639,0.30236
0.203983,0.293203
0.207327,0.284385
0.210671,0.275889
0.214015,0.2677
0.217359,0.259804
0.220703,0.252187
0.224047,0.244836
0.227391,0.237739
0.230735,0.230885
0.234079,0.224263
0.237423,0.217863
0.240767,0.211676
0.244111,0.205692
0.247455,0.199903
0.250799,0.194302
0.254143,0.18888
0.257487,0.18363
0.260831,0.178545
0.264175,0.17362
0.267519,0.168846
0.270863,0.16422
0.274207,0.159735
0.277551,0.155386
0.280895,0.151167
0.284239,0.147075
0.287583,0.143103
0.290927,0.139249
0.294271,0.135508
0.297615,0.131875
0.300959,0.128348
0.304303,0.124922
0.307647,0.121593
0.31099,0.11836
0.314334,0.115217
0.317678,0.112163
0.321022,0.109194
0.324366,0.106308
0.32771,0.103501
0.331054,0.100772
0.334398,0.098117
0.337742,0.0955347
0.341086,0.0930226
0.34443,0.0905783
0.347774,0.0881998
0.351118,0.085885
0.354462,0.083632
0.357806,0.0814389
0.36115,0.0793039
0.364494,0.0772253
0.367838,0.0752013
0.371182,0.0732304
0.374526,0.0713109
0.37787,0.0694415
0.381214,0.0676205
0.384558,0.0658467
0.387902,0.0641187
0.391246,0.0624352
0.39459,0.0607949
0.397934,0.0591967
0.401278,0.0576392
0.404622,0.0561215
0.407966,0.0546424
0.41131,0.0532008
0.414654,0.0517957
0.417998,0.0504261
0.421342,0.0490912
0.424686,0.0477898
0.42803,0.0465212
0.431374,0.0452844
0.434718,0.0440787
0.438062,0.0429032
0.441406,0.041757
0.44475,0.0406396
0.448094,0.03955
0.451438,0.0384876
0.454782,0.0374516
0.458126,0.0364415
0.46147,0.0354565
0.464813,0.034496
0.468157,0.0335594
0.471501,0.032646
0.474845,0.0317554
0.478189,0.0308868
0.481533,0.0300399
0.484877,0.0292139
0.488221,0.0284085
0.491565,0.0276231
0.494909,0.0268572
0.498253,0.0261103
0.501597,0.025382
0.504941,0.0246719
0.508285,0.0239794
0.511629,0.0233041
0.514973,0.0226457
0.518317,0.0220037
0.521661,0.0213777
0.525005,0.0207674
0.528349,0.0201724
0.531693,0.0195923
0.535037,0.0190267
0.538381,0.0184754
0.541725,0.0179379
0.545069,0.0174139
0.548413,0.0169032
0.551757,0.0164054
0.555101,0.0159202
0.558445,0.0154474
0.561789,0.0149865
0.565133,0.0145374
0.568477,0.0140998
0.571821,0.0136734
0.575165,0.0132579
0.578509,0.0128532
0.581853,0.0124588
0.585197,0.0120747
0.588541,0.0117005
0.591885,0.0113361
0.595229,0.0109811
0.598573,0.0106355
0.601917,0.0102989
0.605261,0.00997121
0.608605,0.00965216
0.611949,0.00934157
0.615293,0.00903925
0.618636,0.008745
0.62198,0.00845864
0.625324,0.00817998
0.628668,0.00790886
0.632012,0.00764508
0.635356,0.0073885
0.6387,0.00713893
0.642044,0.00689622
0.645388,0.00666022
0.648732,0.00643075
0.652076,0.00620768
0.65542,0.00599085
0.658764,0.00578012
0.662108,0.00557535
0.665452,0.00537641
0.668796,0.00518314
0.67214,0.00499543
0.675484,0.00481314
0.678828,0.00463615
0.682172,0.00446433
0.685516,0.00429756
0.68886,0.00413572
0.692204,0.0039787
0.695548,0.00382638
0.698892,0.00367865
0.702236,0.0035354
0.70558,0.00339652
0.708924,0.00326192
0.712268,0.00313149
0.715612,0.00300513
0.718956,0.00288273
0.7223,0.00276421
0.725644,0.00264948
0.728988,0.00253843
0.732332,0.00243098
0.735676,0.00232704
0.73902,0.00222652
0.742364,0.00212935
0.745708,0.00203543
0.749052,0.00194469
0.752396,0.00185704
0.75574,0.00177241
0.759084,0.00169072
0.762428,0.0016119
0.765772,0.00153587
0.769116,0.00146257
0.772459,0.00139191
0.775803,0.00132384
0.779147,0.00125828
0.782491,0.00119517
0.785835,0.00113444
0.789179,0.00107604
0.792523,0.00101988
0.795867,0.000965929
0.799211,0.00091411
0.802555,0.000864367
0.805899,0.000816644
0.809243,0.000770883
0.812587,0.00072703
0.815931,0.000685029
0.819275,0.000644827
0.822619,0.000606373
0.825963,0.000569614
0.829307,0.000534501
0.832651,0.000500984
0.835995,0.000469015
0.839339,0.000438546
0.842683,0.000409531
0.846027,0.000381924
0.849371,0.000355681
0.852715,0.000330757
0.856059,0.000307109
0.859403,0.000284695
0.862747,0.000263474
0.866091,0.000243405
0.869435,0.000224448
0.872779,0.000206563
0.876123,0.000189713
0.879467,0.00017386
0.882811,0.000158966
0.886155,0.000144996
0.889499,0.000131914
0.892843,0.000119684
0.896187,0.000108273
0.899531,9.7647e-05
0.902875,8.77727e-05
0.906219,7.86179e-05
0.909563,7.01508e-05
0.912907,6.23401e-05
0.916251,5.51552e-05
0.919595,4.85662e-05
0.922939,4.25433e-05
0.926282,3.70579e-05
0.929626,3.20813e-05
0.93297,2.75857e-05
0.936314,2.35438e-05
0.939658,1.99286e-05
0.943002,1.67139e-05
0.946346,1.38736e-05
0.94969,1.13825e-05
0.953034,9.21563e-06
0.956378,7.34844e-06
0.959722,5.75695e-06
0.963066,4.41757e-06
0.96641,3.30717e-06
0.969754,2.40303e-06
0.973098,1.68284e-06
0.976442,1.12472e-06
0.979786,7.0718e-07
0.98313,4.09137e-07
0.986474,2.09888e-07
0.989818,8.91132e-08
0.993162,2.68657e-08
0.996506,3.56741e-09
0.99985,2.8096e-13
